10k cells:
200, 0.539
200, 0.505
200, 0.748
38 Average auc: 0.649



100k cells (WB), g-g mahalanobis:
73279, 0.516
9735, 0.525
657, 0.676
32333, 0.541
21088, 0.523
5419, 0.586
1341, 0.880
584, 0.824
6017, 0.776
2392, 0.896
7655, 0.613
12889, 0.597
25031, 0.560
1580, 0.789
Average auc: 0.556


100k cells (BB), g-g + marginals:
73279, 0.510
9735, 0.525
657, 0.575
32333, 0.520
21088, 0.520
5419, 0.521
1341, 0.543
584, 0.684
6017, 0.544
2392, 0.549
7655, 0.539
12889, 0.532
25031, 0.530
1580, 0.555
Average auc: 0.522

100k cells (WB), g-g + marginals:
73279, 0.514
9735, 0.527
657, 0.587
32333, 0.523
21088, 0.527
5419, 0.523
1341, 0.588
584, 0.658
6017, 0.545
2392, 0.565
7655, 0.536
12889, 0.529
25031, 0.529
1580, 0.582
Average auc: 0.525



100 donors (BB), g-g + marginals:
200, 0.509
200, 0.549
200, 0.594
200, 0.481
200, 0.536
200, 0.580
200, 0.566
200, 0.571
200, 0.512
200, 0.490
200, 0.499
200, 0.552
200, 0.543
200, 0.579
38 Average auc: 0.54


100k cells (BB), g-g mahalanobis:
73279, 0.499
9735, 0.516
657, 0.600
32333, 0.523
21088, 0.506
5419, 0.543
1341, 0.684
584, 0.707
6017, 0.654
2392, 0.770
7655, 0.565
12889, 0.533
25031, 0.542
1580, 0.674
Average auc: 0.527
